names,G1CA,G1CB,G1CC,G1IA,G1IB,G1IC,G1P1A,G1P1B,G1P1C,G1P2A,G1P2B,G1P2C,G1SA,G1SC,G1STA,G1STC,G2CA,G2CB,G2CC,G2IA,G2IB,G2IC,G2P1A,G2P1B,G2P1C,G2P2A,G2P2B,G2P2C,G2SA,G2SC,G2STA,G2STB,G2STC
Oral,0.00016209,0.009933325,0.001127645,8.04E-06,0.00078638,0.000124232,7.90E-08,0.126942362,0.000696396,0.000164968,1.16E-22,1.58E-22,1.47E-14,2.40E-05,0.000304671,9.83E-10,1.85E-05,0.000287954,4.54E-08,1.45E-08,0.006899168,0.030001637,0.01800848,0.0171486,0.000628538,2.80E-09,9.73E-07,7.49E-06,1.96E-11,6.73E-05,1.93E-08,1.45E-07,0.013131065
Oral,0.012195208,0.015789421,0.002742713,0.000116915,0.001361218,5.97E-05,5.68E-05,7.32E-16,0.000110966,0.001757339,0.026027705,9.40E-08,6.20E-29,0.104356273,0.011290632,1.46E-07,0.000307595,0.001541955,3.72E-05,2.49E-12,1.90E-09,1.39E-06,3.21E-05,2.24E-05,0.029275826,1.85E-10,3.02E-07,0.048840577,0.042705173,6.34E-05,0.001145016,4.69E-17,2.91E-41
Oral,0.00542717,0.0008102,0.00017396,0.000314042,0.000801923,2.75E-05,0.006136415,0.00012025,0.010440205,0.125886881,1.59E-43,0.00914031,3.23E-13,0.001785217,0.000586786,5.09E-06,1.17E-05,0.000119715,1.97E-05,3.01E-07,3.04E-13,1.90E-06,0.003160053,0.001810207,0.00480204,5.15E-14,1.73E-07,9.18E-05,0.000866517,0.111538385,0.000186714,1.37E-15,1.25E-39
Oral,0.010105467,0.031387106,8.46E-06,0.001561057,0.004744382,1.33E-05,0.398261741,0.176315686,0.008218413,0.027803731,8.42E-13,3.93E-25,2.93E-17,1.96E-05,0.006266265,0.038153828,6.89E-07,8.32E-06,2.38E-11,0.000597613,1.07E-05,2.12E-14,0.001756691,0.014156268,2.53E-16,5.08E-16,2.19E-08,5.43E-10,3.49E-09,0.002148572,0.015905115,3.56E-11,2.05E-36
Oral,0.000255769,0.029608163,0.000690139,0.001246587,0.00045097,0.000263709,9.12E-05,2.83E-13,0.000295593,0.000765901,0.003070073,6.76E-19,8.58E-30,0.000178739,1.46E-06,0.044898904,0.000270507,4.53E-09,1.70E-13,0.868454537,2.79E-08,6.05E-16,1.69E-06,0.002705604,3.50E-19,0.177201588,1.30E-12,3.46E-05,5.10E-05,2.05E-06,0.013069417,0.032903077,7.87E-44
Oral,5.33E-05,0.00057154,0.000920463,7.88E-05,0.002027554,2.13E-09,0.0001273,3.87E-18,0.000431201,0.113599048,6.95E-31,3.19E-19,4.53E-21,5.17E-06,0.001904883,1.43E-05,2.19E-07,0.004010339,0.005224182,3.93E-05,6.42E-09,7.00E-07,0.026553388,7.65E-08,0.001436467,0.064762224,0.137469546,0.001950142,1.54E-09,3.73E-11,6.22E-12,2.19E-08,5.46E-27
Oral,0.026917783,0.005392004,0.000352611,0.000202647,0.004021082,1.75E-09,0.036900314,6.12E-28,0.000156687,0.150417814,1.90E-70,1.42E-36,1.97E-19,2.70E-10,0.0320987,0.023425107,2.01E-09,0.018643125,0.001202219,6.45E-08,1.51E-12,0.000216209,1.64E-05,7.41E-08,0.03264319,3.66E-20,3.37E-05,0.012072855,1.83E-12,4.16E-12,3.03E-15,3.46E-07,5.23E-10
Oral,0.004638936,0.003905443,0.002433286,0.000298411,0.005166059,0.005629888,0.007791017,3.11E-10,9.25E-05,0.010043306,2.31E-45,1.87E-14,7.39E-20,0.000260648,0.000981507,0.016146473,2.90E-06,0.00259127,4.13E-07,0.000282531,7.91E-10,1.09E-11,1.22E-05,0.00131863,7.24E-09,6.22E-06,4.10E-07,0.000281538,0.000712111,3.00E-08,4.36E-09,3.95E-15,2.10E-41
Oral,0.014274819,0.023643765,0.007715625,6.16E-05,0.366574815,0.000473753,0.033252033,0.000296,0.001937032,0.001197159,1.28E-48,6.24E-13,4.69E-28,0.018551145,1.78E-06,0.154159996,0.000128992,2.59E-06,5.06E-10,8.35E-07,4.59E-06,1.79E-14,0.001036234,0.01498473,4.23E-10,1.87E-11,3.33E-09,0.000246669,0.000638148,0.000230209,0.004612989,9.23E-17,6.29E-14
Oral,0.000452544,0.004100769,0.000597984,1.11E-05,0.069661159,9.34E-06,0.000455967,1.28E-18,1.78E-07,0.005385501,1.90E-38,2.91E-16,5.07E-23,1.36E-05,3.22E-05,9.24E-06,0.000335653,0.002514578,5.96E-05,3.18E-11,9.68E-16,9.19E-10,0.000303048,2.51E-09,1.06E-05,9.74E-15,1.01E-07,0.002482216,2.95E-06,6.31E-13,7.41E-08,5.35E-17,4.04E-32
Oral,1.41E-05,0.000557144,0.000500551,4.82E-07,0.000158023,4.80E-05,1.04E-07,3.21E-16,2.93E-06,0.000150219,4.60E-18,1.71E-07,1.10E-15,0.025963431,5.71E-12,0.041926864,0.013466333,0.001612943,0.000939841,2.31E-10,3.07E-10,3.37E-07,0.00349125,2.44E-05,0.000633681,3.11E-05,0.03309303,3.98E-08,9.10E-05,7.59E-18,0.006010474,2.08E-06,9.92E-21
Oral,4.68E-05,0.000608047,0.000818773,4.88E-07,3.68E-05,3.05E-08,0.000187528,1.88E-16,2.76E-05,0.012150747,1.07E-37,2.66E-21,3.48E-17,0.000325712,8.77E-06,0.000102997,0.002088511,0.028265969,0.004180807,9.38E-11,0.000165041,0.004471286,3.25E-05,4.08E-07,0.125573108,3.72E-09,0.000287477,1.61E-06,0.000159016,1.72E-14,8.86E-05,0.011367683,1.41E-13
Oral,1.20E-06,0.00117334,0.068518384,2.62E-06,0.001352049,0.010297868,2.50E-07,1.81E-10,6.63E-06,4.67E-05,3.19E-35,3.24E-09,7.25E-22,0.123734959,3.32E-09,0.000359033,0.026719552,0.018976298,0.000914704,3.56E-07,8.00E-05,5.46E-10,0.000151604,2.69E-11,7.20E-07,8.66E-06,8.56E-06,1.19E-06,0.116260489,6.26E-12,0.001164432,8.70E-16,9.84E-33
Oral,6.12E-06,0.021448119,0.000938506,2.19E-07,3.78E-05,6.60E-12,1.66E-05,0.000570245,4.82E-06,9.15E-05,0.020102558,1.59E-07,6.68E-27,0.00142616,4.07E-09,0.230545562,0.00758779,0.001785243,0.052242718,1.06E-10,9.19E-08,9.40E-08,2.77E-05,5.78E-07,8.26E-07,6.87E-21,1.56E-09,5.06E-13,2.05E-10,2.59E-13,0.101781276,0.053717969,0.652926481
Oral,4.09E-07,0.000370671,0.001535704,6.57E-08,1.83E-07,1.80E-09,0.000664684,3.77E-05,4.75E-06,0.000763391,3.07E-06,5.31E-28,3.11E-13,0.000742835,8.51E-09,0.034723135,0.002291237,8.33E-05,0.109991776,4.19E-09,4.53E-18,1.76E-07,7.40E-05,7.70E-10,1.03E-07,5.94E-22,2.07E-12,1.08E-11,4.78E-14,4.88E-19,0.00247704,8.27E-10,5.33E-06
Oral,9.58E-06,0.000548122,0.000396027,5.96E-06,0.000240245,6.44E-09,3.62E-06,4.39E-26,4.56E-05,0.01519528,3.68E-29,3.73E-16,0.078354733,8.57E-05,0.002700481,0.000236316,0.004415442,0.011195559,0.000332055,5.60E-09,2.09E-06,9.33E-06,0.001761558,2.36E-06,1.84E-08,2.45E-13,4.15E-07,3.37E-08,1.42E-07,1.57E-12,0.018338789,9.32E-07,2.55E-10
Oral,0.0004205,0.000636896,0.00015943,0.00051313,7.65E-05,5.70E-07,3.20E-05,1.45E-12,7.53E-05,0.000719459,1.22E-27,1.98E-08,1.55E-15,0.000247171,5.76E-06,0.000225875,0.000201971,9.99E-05,4.81E-05,0.001820916,6.52E-14,3.82E-16,8.66E-05,1.12E-08,6.18E-12,3.81E-09,5.75E-10,3.34E-08,3.61E-06,2.61E-06,0.000972398,4.19E-06,1.15E-30
Oral,4.80E-06,0.000931019,0.00148523,2.80E-06,1.95E-05,2.61E-08,6.37E-05,0.145503475,2.10E-07,0.002392554,4.92E-31,2.37E-07,6.79E-14,9.19E-05,6.14E-10,4.50E-05,0.001460565,0.001831036,0.000769446,9.42E-08,9.51E-19,5.62E-10,0.000600955,2.57E-08,1.70E-11,2.24E-16,1.24E-08,1.74E-06,2.22E-05,9.90E-19,1.67E-06,4.90E-16,7.52E-23
Oral,2.25E-05,0.001593471,0.000243019,0.00049306,0.000104421,1.24E-07,0.000187257,0.000376484,0.004838999,0.001157756,1.67E-35,0.013826301,5.88E-26,4.02E-05,9.53E-06,0.063226386,0.001541711,0.002393943,1.40E-08,0.018191942,4.51E-11,2.82E-13,2.23E-05,0.000185116,7.73E-12,0.012545854,2.51E-14,0.00060205,0.01074768,0.003673284,0.132637082,8.63E-05,8.03E-17
Plant,6.46E-06,0.002376157,0.001011731,6.96E-08,8.18E-05,2.96E-06,3.43E-07,8.55E-19,0.00219084,0.003382973,0.02446331,4.65E-16,5.43E-29,0.001125304,0.006897079,0.000772566,9.98E-06,5.66E-08,6.29E-07,2.35E-07,9.13E-08,8.38E-13,0.06900979,8.98E-06,2.65E-06,2.61E-06,6.73E-12,4.34E-07,4.15E-05,6.40E-05,7.36E-10,4.14E-20,0.003899264
Plant,2.55E-06,5.31E-05,0.001551327,0.000159765,0.000273084,0.001303646,9.97E-06,1.50E-20,0.057691948,0.004685056,8.13E-15,4.39E-14,1.29E-18,0.000179294,0.004967639,6.55E-10,6.22E-06,5.30E-07,7.00E-06,7.99E-06,0.006953796,1.24E-11,0.002093233,0.000443803,4.86E-07,0.08212318,3.37E-15,0.008376239,1.59E-08,1.18E-08,8.10E-09,1.01E-20,6.77E-13
Plant,3.10E-06,0.002582835,2.61E-07,0.001182587,0.002526269,0.01757191,1.32E-06,0.023946621,5.29E-05,0.001274981,1.24E-36,2.40E-32,1.80E-26,0.000906663,5.39E-05,1.07E-06,5.74E-08,5.94E-05,5.61E-06,0.000211376,0.003443501,9.63E-13,0.003037763,1.21E-08,9.66E-09,3.74E-07,2.11E-11,0.000128151,8.18E-10,8.76E-15,6.53E-06,2.21E-16,1.64E-44
Plant,0.050347121,0.025049294,0.003212434,0.000686715,0.002962004,2.11E-18,0.000125638,6.87E-36,1.02E-07,0.057574175,1.16E-74,5.33E-34,1.45E-15,4.96E-07,0.134230813,2.98E-05,8.41E-08,0.262302143,9.36E-05,7.59E-07,3.82E-09,0.063960404,2.71E-10,3.71E-16,0.002190529,4.50E-17,2.87E-09,0.003030057,3.61E-07,3.61E-11,7.48E-10,2.24E-09,0.096131857
Plant,3.63E-05,0.001174569,0.017943429,0.001464524,0.001588647,2.60E-05,0.000105257,1.77E-20,0.017997099,0.00092219,1.46E-42,1.70E-30,0.038481958,1.55E-06,2.43E-05,0.00082272,0.000511425,5.05E-06,1.63E-07,0.002025476,0.000197942,3.01E-14,0.0173351,1.37E-08,2.11E-12,3.56E-11,1.71E-13,6.68E-05,0.000370315,1.54E-14,9.99E-05,0.022517873,3.98E-42
Plant,0.139937988,0.002248811,0.000233726,0.000272828,0.005575831,9.08E-08,0.000210113,1.46E-34,2.56E-05,0.110749715,1.83E-67,1.96E-30,6.35E-15,5.03E-09,0.022966685,2.39E-09,3.26E-07,0.087109887,9.32E-05,0.00048517,6.92E-11,0.008171318,5.28E-10,2.26E-16,0.013866538,5.25E-23,1.92E-07,0.011638129,1.06E-10,1.02E-11,7.18E-10,1.56E-06,5.11E-11
Plant,0.000119914,0.050071372,0.018643055,6.65E-06,0.016969745,0.001362192,1.03E-07,7.72E-14,0.001066217,0.000374911,0.008553612,0.000538443,9.71E-16,0.003133491,1.49E-06,5.89E-05,2.19E-05,0.000111065,4.23E-11,1.63E-05,6.46E-07,0.017999113,0.00155509,0.031204104,1.31E-09,0.003025281,1.44E-10,0.00411758,3.16E-07,0.000355044,1.69E-06,2.75E-18,0.046583491
Plant,0.000560346,0.017374781,0.005921731,2.34E-05,0.006618771,0.062243065,1.49E-10,9.10E-06,0.000152294,0.001379786,3.99E-26,4.48E-14,4.38E-24,0.02325882,1.06E-07,0.011836487,1.74E-09,4.64E-05,5.75E-08,0.000428554,0.01074006,4.27E-07,0.000554534,3.25E-07,1.13E-06,5.26E-07,5.21E-08,2.32E-05,0.000338752,0.022927057,5.83E-05,3.39E-09,1.53E-10
Plant,3.56E-05,0.02558665,0.002801603,0.0001159,0.017024074,0.012962424,3.83E-09,0.005998771,0.014186955,0.000476175,0.000997249,8.42E-15,6.81E-34,0.044410869,1.61E-05,0.060768706,1.18E-10,4.28E-05,0.018737266,0.021563746,0.000163363,0.009985802,0.004451009,0.000639639,1.25E-05,1.89E-07,5.79E-12,0.001000398,0.004011057,0.093132474,0.001485012,0.015030516,0.009500023
Plant,0.020291469,0.025347774,0.000427296,0.007360152,0.00499664,2.26E-05,0.001055467,4.73E-21,1.13E-07,0.00408128,1.41E-53,3.77E-14,6.59E-19,4.69E-09,0.101773716,0.000160439,0.00200226,0.065239204,0.001653327,5.76E-08,1.10E-12,1.44E-06,6.11E-07,1.84E-07,0.001511977,1.67E-25,4.66E-12,0.000151118,3.31E-16,7.35E-16,2.24E-05,5.04E-06,6.84E-18
Plant,1.36E-06,0.000905136,0.043904651,0.000595775,0.011800087,0.088123857,0.009138642,1.64E-12,0.055825573,0.004692472,0.25876628,2.99E-11,0.037014652,0.052660688,0.02602651,0.035465505,3.45E-07,0.005786322,1.44E-06,2.91E-07,0.006101852,1.02E-12,0.011593004,4.74E-05,7.29E-07,0.012145787,1.56E-44,2.55E-09,4.17E-05,0.02721782,9.33E-07,7.82E-21,6.06E-31
Plant,0.00100857,0.001528122,0.000195298,0.000486694,0.01192046,9.45E-09,0.01497314,4.33E-09,0.000148937,2.60E-05,3.28E-68,1.21E-33,3.66E-19,4.63E-06,0.03239819,1.53E-05,0.004115949,0.000313396,8.48E-05,2.88E-07,0.012151071,4.37E-10,0.002813019,0.01570255,4.42E-08,3.60E-11,7.83E-17,2.86E-08,7.69E-14,2.05E-17,0.001396815,4.07E-15,9.48E-30
Plant,3.96E-07,8.40E-09,2.24E-08,5.43E-08,0.000271497,1.25E-10,1.34E-13,4.22E-22,2.75E-07,4.35E-09,2.96E-34,2.95E-64,1.18E-29,1.00E-09,1.63E-06,1.01E-07,7.01E-09,2.65E-09,8.40E-11,2.16E-14,9.63E-09,4.78E-33,1.26E-06,1.76E-06,2.26E-25,1.39E-19,1.82E-34,7.01E-14,2.39E-12,1.41E-16,7.64E-13,2.57E-46,1.12E-16
Plant,1.48E-05,5.92E-10,5.58E-10,7.40E-10,2.91E-08,2.95E-09,5.89E-14,1.98E-36,2.12E-06,1.51E-09,3.35E-45,2.01E-61,9.48E-45,2.14E-08,9.78E-09,6.06E-12,1.66E-08,9.69E-11,1.88E-15,8.91E-08,0.001224333,2.87E-32,2.20E-07,1.82E-09,1.74E-30,7.18E-14,7.99E-39,2.09E-16,2.37E-09,1.86E-18,8.43E-14,2.92E-57,5.02E-46
Plant,0.00592529,0.013142224,0.00278725,0.004277024,0.000385309,1.51E-06,0.000118673,0.273032913,0.0003602,0.000243406,8.73E-19,0.000163514,3.57E-23,2.09E-06,4.94E-06,0.000456665,0.000281272,0.002031856,1.60E-07,2.83E-05,1.59E-07,1.33E-09,0.000174362,0.000153765,2.40E-09,4.95E-10,1.52E-08,1.11E-07,1.51E-14,1.75E-13,0.004887713,5.15E-22,5.14E-33
Plant,0.002665965,0.000532141,0.00737499,0.000380328,0.002631179,8.09E-05,4.70E-07,0.0099834,0.012281568,0.000102164,0.034604329,0.023863641,1.74E-19,0.000666532,5.75E-06,4.11E-05,1.16E-06,0.000174342,9.76E-05,0.009997472,0.019062719,8.92E-15,0.123923879,0.001706168,2.24E-12,5.54E-10,1.28E-08,2.99E-07,1.43E-08,4.95E-19,0.000557081,4.89E-16,1.48E-38
Plant,0.002384516,0.025115573,0.000342737,0.000872845,0.001902975,0.005096895,0.001787149,1.09E-15,0.000399072,0.001084245,2.93E-10,1.22E-12,2.73E-24,2.76E-07,0.000264296,0.003560383,0.00292206,0.002502709,3.36E-06,0.003794333,0.009547609,4.82E-12,0.000113597,0.009390061,1.16E-09,5.40E-06,3.22E-07,5.46E-05,1.17E-08,1.00E-10,0.010358175,1.49E-16,1.66E-24
Plant,0.000669633,0.008147578,0.008196017,0.000955309,0.007159914,3.00E-05,2.61E-05,0.000130636,0.001991941,0.000133783,1.02E-11,7.56E-05,1.70E-26,1.04E-05,4.59E-07,0.008174683,2.03E-05,0.011262043,1.41E-05,1.97E-05,2.20E-05,6.97E-17,0.087955837,0.2302738,1.45E-10,1.44E-12,2.21E-14,6.02E-07,1.53E-08,2.00E-19,0.055043722,9.57E-12,4.02E-32
Plant,0.088648389,0.057898911,0.00342239,0.00022243,0.000187756,6.90E-05,0.000137842,1.82E-28,7.63E-06,0.007052315,3.98E-18,0.039158986,1.95E-09,2.49E-05,0.024267493,3.81E-06,4.15E-06,0.01806637,7.27E-05,0.00020364,3.41E-08,4.74E-05,1.03E-07,5.78E-08,0.000556187,2.67E-14,7.12E-06,0.000194619,1.97E-13,3.47E-11,4.52E-05,2.94E-09,3.98E-22
Plant,0.050726485,0.005674646,0.031002542,0.033609944,0.000736596,0.008728739,4.83E-05,5.14E-19,0.000678394,0.027683538,8.38E-64,0.004522138,8.72E-13,0.022042295,0.016657444,2.11E-08,6.27E-08,0.016805947,5.63E-05,7.15E-12,7.28E-08,3.10E-05,1.18E-08,2.50E-11,0.03557065,5.47E-10,1.18E-05,8.37E-06,4.88E-14,0.000674124,7.36E-08,0.054507248,0.012172096
Plant,0.098486385,0.037755898,0.001124269,0.001966218,0.007054052,0.014286667,0.000159076,0.000150689,0.015474541,0.019369151,0.012857587,0.002280767,3.40E-05,2.30E-07,0.027757168,1.44E-09,8.61E-07,0.002201623,1.47E-07,7.56E-13,2.67E-07,0.000429171,1.46E-07,1.95E-10,0.002479075,4.36E-09,1.52E-07,2.07E-05,7.88E-15,8.68E-12,1.58E-06,4.08E-09,1.12E-13
Plant,0.046844459,0.008917261,0.003464852,0.035910728,0.000468952,0.038856069,4.20E-05,2.73E-35,0.000126741,0.008001691,4.21E-68,1.52E-25,0.007964101,0.002021186,0.003056565,0.002849618,6.42E-07,0.004396809,3.05E-07,0.006398251,1.08E-08,8.75E-07,0.006786352,4.96E-09,0.000681306,2.15E-06,0.099426587,0.000498944,2.64E-14,1.66E-14,3.64E-11,6.87E-07,4.92E-16
Plant,0.14928696,0.022094318,0.00207158,0.003710262,0.010189012,7.46E-06,0.000103088,7.97E-22,0.007516168,0.029676829,8.49E-25,3.35E-42,1.44E-14,0.011263894,0.009774353,2.57E-05,0.000126179,0.010581023,1.02E-06,0.063976733,0.011923012,4.14E-05,1.79E-05,7.97E-12,8.11E-05,5.85E-08,5.34E-10,0.003214959,1.42E-13,0.003173847,5.47E-10,0.001794975,7.78E-14
Plant,0.007451673,0.010413848,0.000898676,0.005062834,0.000341622,0.00022102,7.07E-07,1.00E-41,5.27E-06,0.006784065,2.78E-73,0.002505653,2.86E-21,7.68E-06,0.000672917,0.000166236,6.50E-05,0.003250326,2.17E-06,0.000151791,0.003664271,1.86E-08,0.000305303,1.29E-05,1.13E-05,0.006568242,2.56E-08,0.045347982,9.01E-13,7.61E-12,1.58E-09,2.71E-10,3.58E-23
Gut,0,0,0,0,0,0,0,0,5.67E-13,0,0,0,0,0,0,0,0,0,0,0,6.41E-37,0,0,7.26E-23,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,1.37E-15,0,0,0,0,0,0,0,0,0,0,0,8.02E-36,0,0,4.28E-18,0,0,0,0,0,0,1.12E-24,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-06,0,0,0,0,0,0,7.24E-34,0,0
Gut,0,1.17E-23,0,0,0,7.53E-28,0,1.48E-204,5.28E-19,0,1.83E-300,0,0,0,0,0,2.25E-28,0,0,0,7.60E-36,0,6.30E-36,3.86E-14,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,6.09E-36,0,0,2.60E-18,0,0,0,0,0,2.12E-45,3.22E-22,0,0,0,0,0,0,0,2.58E-24,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92E-37,0,0,0,0,0,0,0,0,0,0
Gut,1.90E-22,0,0,1.03E-20,0,0,0,0,0,0,0,0,0,0,3.59E-41,0,0,0,0,0,0,0,0,2.34E-45,0,0,1.02E-124,1.00E-77,0,1.06E-62,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32E-31,0,0,0,0,0,6.30E-36,1.04E-37,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,6.25E-16,0,0,0,0,0,0,0,3.35E-28,0,0,0,3.09E-17,0,0,1.72E-32,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08E-36,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19E-28,0,0,0,5.09E-43,0,0,2.40E-37,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51E-43,0,1.83E-36,6.10E-37,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,1.46E-162,0,0,0,0,4.32E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97E-31,0,0,0,1.92E-43,0,1.06E-36,1.05E-21,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E-23,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E-42,0,3.94E-36,0,0,0,0,0,0,0,1.50E-34,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48E-31,0,0,0,0,0,1.97E-31,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,1.39E-87,1.27E-17,0,0,0,0,0,2.89E-35,0,0,0,0,0,0,0,7.11E-22,7.87E-16,0,0,0,0,0,0,0,0,0
Gut,0,3.32E-13,0,0,0,3.31E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,1.14E-16,0,0,0,1.16E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-43,0,4.85E-27,6.94E-37,0,0,0,0,0,0,0,0,0
Gut,0,4.60E-15,0,0,0,1.22E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,1.91E-18,0,0,0,1.27E-16,0,0,0,0,0,0,0,0,0,1.57E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,2.95E-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-35,0,0,0,0,0,0,0,0,0,0
Gut,0,2.42E-23,0,0,0,1.44E-21,0,0,0,0,0,0,0,0,0,0,9.39E-27,0,0,0,7.23E-27,0,5.90E-36,2.74E-33,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-32,9.10E-31,0,0,0,9.96E-30,0,1.22E-27,2.92E-37,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-31,0,0,0,6.92E-44,0,6.52E-36,0,0,0,0,0,0,0,0,0,0
