names,G1CA,G1CB,G1CC,G1IA,G1IB,G1IC,G1P1A,G1P1B,G1P1C,G1P2A,G1P2B,G1P2C,G1SA,G1SC,G1STA,G1STC,G2CA,G2CB,G2CC,G2IA,G2IB,G2IC,G2P1A,G2P1B,G2P1C,G2P2A,G2P2B,G2P2C,G2SA,G2SC,G2STA,G2STB,G2STC
Soil,1.06E-28,4.18E-31,3.81E-21,5.30E-18,6.27E-21,3.29E-18,2.92E-26,1.27E-127,3.25E-25,4.27E-12,4.42E-206,7.02E-62,1.03E-149,6.19E-14,5.85E-37,6.98E-17,0,4.07E-11,8.55E-40,1.71E-19,1.53E-27,4.22E-64,2.70E-18,2.24E-24,5.33E-75,0,6.33E-72,5.05E-32,4.41E-23,9.01E-50,0,3.93E-178,7.75E-218
Soil,0,2.74E-17,8.09E-05,0,0,0,0,0,0,1.30E-23,0,0.002330601,1.21E-87,1.67E-13,0,0,8.14E-30,1.60E-22,0,6.35E-16,2.32E-32,0,1.33E-19,0,0,0,3.87E-96,0,5.01E-38,7.23E-39,4.92E-19,0,0
Soil,6.76E-27,3.60E-14,0.00120099,0,0,0,0,4.91E-180,0,1.06E-19,2.84E-295,6.37E-22,1.45E-149,7.94E-08,1.57E-29,2.85E-38,0,6.75E-22,1.36E-38,5.11E-13,0,0,3.09E-19,0,1.12E-68,1.07E-136,1.38E-109,8.75E-36,4.55E-36,0,0,0,0
Soil,1.56E-23,1.70E-32,1.80E-14,2.41E-15,4.31E-06,4.55E-14,0,5.56E-173,3.42E-15,2.39E-14,3.84E-62,1.53E-69,1.74E-107,1.09E-11,2.72E-47,8.54E-24,0,1.84E-44,9.96E-47,0,4.65E-58,1.38E-92,6.95E-15,9.41E-16,7.61E-85,1.39E-51,0,1.36E-34,0,0,8.54E-29,3.84E-117,1.42E-200
Soil,4.26E-27,4.86E-20,1.78E-14,1.84E-09,1.17E-07,0,8.86E-31,2.10E-102,1.17E-12,2.13E-12,9.91E-18,1.54E-58,2.55E-99,1.42E-12,2.60E-30,7.51E-27,0,0,3.45E-40,1.46E-16,0,0,3.43E-13,0,6.85E-44,2.28E-37,1.94E-57,6.12E-25,7.48E-30,1.63E-42,0,0,4.20E-159
Soil,3.77E-32,4.01E-28,6.42E-20,1.40E-11,3.86E-14,7.53E-18,8.86E-32,6.05E-101,0,7.34E-17,2.81E-174,1.68E-116,7.34E-80,2.75E-10,2.13E-38,7.37E-18,1.33E-28,5.53E-10,7.18E-35,0,4.36E-30,7.07E-59,4.64E-13,1.59E-35,3.11E-68,6.57E-37,2.31E-156,1.21E-43,3.16E-26,8.22E-52,0,4.74E-130,2.36E-211
Soil,2.29E-13,1.25E-11,5.27E-06,3.20E-15,2.67E-06,8.88E-21,1.05E-13,1.21E-171,1.34E-18,1.61E-11,0,0.00511593,1.91E-41,0.007307296,3.38E-22,2.44E-13,1.01E-29,2.90E-11,2.12E-32,0,3.27E-33,1.69E-66,1.67E-25,8.90E-29,1.37E-43,4.63E-39,1.17E-66,4.59E-45,2.42E-16,1.40E-49,2.69E-23,1.18E-76,1.51E-70
Soil,1.03E-21,2.57E-14,5.32E-10,1.36E-10,4.95E-08,8.34E-22,1.00E-30,0,2.29E-11,1.30E-09,0,6.91E-57,2.87E-68,7.40E-09,0,6.13E-12,1.52E-11,1.83E-11,4.35E-59,1.29E-12,3.76E-52,0,2.05E-17,1.99E-16,0,9.72E-82,0,5.68E-57,0,4.46E-37,1.45E-16,0,4.45E-120
Soil,3.24E-29,4.96E-17,0,5.05E-19,2.04E-07,3.22E-12,0,0,3.42E-11,5.87E-18,2.62E-187,1.79E-40,1.43E-72,6.32E-20,0,0,0,8.75E-14,0,0,7.23E-90,0,0,2.86E-35,3.28E-84,2.80E-29,0,2.64E-44,1.15E-06,8.23E-23,2.50E-42,0,3.20E-202
Soil,4.79E-22,4.71E-14,1.93E-11,0,1.08E-12,0,2.13E-12,2.01E-158,1.14E-11,8.76E-14,6.36E-83,2.64E-68,3.63E-78,4.36E-14,5.48E-29,8.71E-20,0,4.32E-15,0,1.10E-12,1.57E-33,1.94E-78,1.03E-16,2.65E-26,0,1.41E-85,4.08E-49,9.30E-33,2.06E-30,3.09E-43,7.45E-30,0,4.30E-208
Soil,0,6.60E-15,0,0,1.93E-15,0,0,5.88E-193,8.44E-13,3.72E-20,0,2.94E-57,7.34E-64,6.56E-22,2.20E-20,0,0,1.37E-10,0,0,4.76E-26,0,1.36E-23,2.62E-23,0,2.07E-94,0,0,0,0,0,0,2.60E-215
Soil,3.12E-13,1.18E-14,0,2.72E-16,2.90E-16,1.23E-10,0,1.22E-152,3.60E-12,0,0,2.42E-38,3.47E-39,3.97E-20,4.18E-14,2.94E-23,1.55E-36,1.80E-08,9.42E-22,0,4.21E-52,3.10E-100,2.21E-11,9.00E-18,0,5.95E-36,4.63E-96,5.79E-56,1.92E-16,1.23E-54,1.22E-59,2.36E-50,0
Soil,8.08E-29,1.12E-17,3.18E-11,1.39E-09,4.25E-06,3.14E-10,0,8.93E-09,3.53E-28,0,2.42E-20,1.90E-66,3.51E-84,3.29E-08,1.61E-27,6.25E-08,0,1.90E-20,2.92E-60,0,1.56E-107,0,7.21E-30,2.34E-25,0,2.13E-55,2.08E-32,0,0,3.68E-59,1.35E-16,3.06E-80,7.51E-180
Soil,1.43E-11,1.28E-22,4.87E-19,0,0,1.23E-14,0,0.005622691,1.41E-20,0,0,2.06E-38,1.36E-67,3.22E-20,4.60E-32,9.91E-25,0,0,0,0,0,0,0,0,0,2.38E-73,0,2.18E-30,2.88E-37,0,0,4.73E-54,0
Soil,6.03E-15,1.88E-11,9.14E-08,0,4.65E-13,2.60E-17,0,0,4.79E-21,6.19E-14,0,3.23E-05,2.13E-42,0.005073767,3.41E-20,7.61E-13,9.22E-12,0.004515446,0,0,2.86E-36,0,2.56E-30,3.34E-23,0,9.04E-55,0,2.65E-38,9.20E-12,1.62E-39,4.07E-45,9.75E-61,6.11E-107
Soil,8.56E-24,1.09E-15,0,6.03E-10,5.94E-10,9.22E-10,0,0,6.69E-21,7.54E-26,2.30E-151,1.68E-29,6.98E-53,1.07E-32,0,6.05E-13,7.83E-25,3.20E-20,9.69E-37,0,0,1.17E-103,2.77E-10,4.04E-26,5.11E-86,9.36E-54,3.00E-70,9.36E-37,1.75E-42,0,0,0,9.34E-215
Soil,8.22E-15,3.64E-16,1.52E-08,6.22E-14,0,2.64E-24,9.06E-22,0,2.06E-09,0,0,2.32E-47,7.77E-57,5.65E-18,0,0,0,3.33E-07,0,0,1.79E-52,0,1.92E-19,3.53E-25,0,4.66E-109,0,3.02E-38,0,0,0,0,9.61E-197
Soil,2.03E-15,1.49E-27,0,0,5.20E-17,5.46E-14,0,0,1.98E-11,4.72E-11,0,5.84E-49,0,4.70E-36,1.25E-46,0,0,1.75E-11,2.79E-21,0,4.65E-18,1.78E-60,2.38E-14,1.85E-31,1.79E-52,3.81E-104,9.08E-33,2.77E-37,0,0,0,3.28E-133,0
Soil,0,0,0,0,0,2.52E-05,0,1.81E-79,2.22E-17,2.13E-12,0,3.04E-88,1.23E-107,5.56E-07,0,1.48E-22,0,0,0,0,4.96E-44,0,1.50E-33,1.59E-33,1.06E-36,0,0,0,0,0,0,0,0
Soil,2.44E-26,8.54E-20,2.04E-12,0,1.42E-13,2.42E-25,0,0,5.65E-17,0,0,0,4.75E-138,2.39E-14,7.82E-27,1.74E-13,0,7.70E-32,2.45E-59,0,8.28E-14,7.38E-89,0,1.87E-41,1.92E-98,1.92E-109,2.87E-119,0,0,0,0,0,4.25E-194
Soil,8.84E-28,8.33E-10,2.76E-09,0,0.000140657,3.70E-24,1.03E-30,0,2.45E-23,0,7.00E-135,2.05E-88,3.20E-99,8.05E-18,5.33E-33,8.79E-28,2.08E-29,1.91E-26,1.68E-39,0,0,1.31E-60,6.57E-37,4.52E-19,1.38E-55,0,7.59E-70,8.47E-62,2.48E-39,3.04E-53,0,1.82E-84,2.96E-134
Soil,1.77E-25,2.51E-11,5.98E-11,6.86E-11,1.78E-07,2.48E-25,5.50E-35,2.36E-74,6.95E-15,5.34E-15,0.000264981,2.48E-38,1.99E-58,1.39E-09,0,2.57E-13,0,2.85E-28,7.51E-54,1.12E-13,7.93E-36,1.14E-87,9.39E-12,1.04E-20,0,1.28E-86,5.33E-66,6.94E-51,0,1.10E-36,2.66E-30,3.36E-66,3.97E-204
Soil,5.42E-14,3.92E-22,1.21E-10,7.99E-10,1.92E-05,0,0,5.44E-283,3.05E-08,2.22E-14,8.52E-155,4.06E-125,7.72E-96,2.81E-14,3.30E-41,2.16E-19,0,8.43E-29,0,8.49E-12,4.98E-49,1.08E-52,6.13E-23,0.000161304,0,6.21E-88,1.75E-109,4.42E-47,6.03E-39,4.23E-40,1.34E-33,0,3.13E-193
Soil,4.09E-21,3.10E-15,0,0,4.62E-20,3.41E-09,1.59E-31,3.89E-180,1.55E-16,8.56E-15,5.16E-230,4.31E-75,1.21E-149,1.93E-05,4.02E-26,1.61E-16,6.63E-28,1.24E-28,0,4.40E-16,0,0,3.70E-20,1.83E-21,8.54E-37,2.43E-57,4.84E-106,3.22E-36,0,0,1.80E-27,2.28E-158,0
Soil,9.86E-21,1.61E-17,9.80E-20,1.96E-13,9.01E-11,0,0,2.84E-108,1.82E-05,0,2.23E-85,7.32E-187,3.43E-88,6.75E-15,0,0,2.66E-25,2.32E-27,4.77E-28,4.31E-15,2.75E-50,0,0,0,6.05E-75,6.25E-63,4.08E-74,1.18E-60,1.73E-35,1.11E-44,4.25E-23,1.79E-121,0
Soil,4.98E-29,3.23E-19,0,5.27E-19,6.18E-08,1.35E-07,0,2.29E-47,1.40E-14,1.02E-23,0,1.08E-66,2.21E-76,9.93E-19,9.97E-21,0,9.30E-28,7.97E-45,0,0,0,1.78E-91,1.22E-11,5.24E-23,7.01E-85,2.49E-72,1.46E-57,1.35E-54,0,0,0,3.28E-159,0
Soil,8.79E-19,3.24E-12,0,0,0,1.69E-07,0,2.32E-136,0,8.79E-17,8.27E-72,4.37E-95,0,0,0,0,0,0,0,0,0,0,0,7.41E-23,1.59E-47,7.63E-47,5.88E-59,0,0,0,0,0,0
Soil,5.92E-17,3.68E-15,0,0,1.12E-11,9.97E-07,0,1.83E-200,3.26E-20,0,0,2.56E-88,0,1.12E-20,6.98E-33,0,0,0,0,0,2.56E-24,0,5.28E-19,1.58E-34,1.52E-49,0,0,0,0,2.18E-52,0,0,0
Soil,9.42E-16,6.55E-18,1.99E-14,1.02E-11,2.54E-05,1.62E-17,0,1.82E-226,2.30E-08,6.40E-20,0,5.85E-64,4.94E-138,6.14E-16,0,0.005575373,0,7.04E-32,4.29E-32,0,1.84E-33,2.06E-101,1.80E-30,1.81E-23,0,3.76E-71,0,0,0,0,0,1.47E-191,4.46E-179
Soil,2.72E-24,1.81E-17,4.41E-11,0,4.46E-07,4.62E-24,6.31E-31,3.03E-42,6.19E-12,0,0,1.07E-76,4.28E-62,1.46E-09,0,2.38E-11,2.65E-08,1.78E-09,0,1.06E-18,5.25E-36,0,7.37E-21,4.29E-25,1.04E-98,7.79E-79,2.51E-119,0,0,3.16E-45,3.91E-12,7.07E-108,9.92E-100
Soil,2.63E-12,9.82E-35,0,0,0,5.63E-20,0,1.19E-174,9.84E-12,5.02E-19,0,5.28E-68,0,1.60E-11,7.73E-43,7.99E-17,1.15E-29,2.58E-07,1.28E-46,2.65E-16,2.73E-37,0,6.56E-09,0,0,5.64E-103,6.62E-43,1.43E-35,0,2.63E-51,4.69E-27,6.45E-159,1.07E-217
Soil,2.53E-07,5.85E-14,1.16E-12,7.12E-16,5.49E-20,6.31E-16,0,5.92E-197,3.67E-25,4.83E-27,1.67E-127,2.07E-134,6.57E-72,2.27E-17,1.34E-30,8.08E-16,5.62E-25,2.32E-11,3.29E-59,0,3.74E-25,0,1.48E-12,8.67E-30,1.60E-85,1.92E-56,3.42E-139,1.16E-47,0,1.07E-65,4.61E-29,1.23E-132,6.22E-172
Soil,1.12E-20,6.93E-12,1.84E-16,0,3.57E-06,3.95E-24,0,8.99E-48,3.76E-15,0,2.06E-55,3.71E-109,0,1.53E-33,2.11E-25,7.95E-18,0,0,0,0,1.35E-35,0,3.57E-10,4.58E-18,0,7.73E-76,1.88E-72,3.52E-14,0,1.25E-35,9.00E-30,4.36E-135,0
Soil,1.21E-21,1.46E-06,0,0,3.89E-09,9.61E-08,0,8.41E-08,4.10E-24,2.52E-08,0,3.04E-48,8.35E-69,1.45E-26,4.35E-29,4.31E-16,0,3.04E-28,0,0,2.68E-31,0,2.44E-22,2.19E-20,2.15E-15,0,2.17E-73,2.66E-21,8.85E-42,0,2.07E-23,4.49E-83,0
Soil,1.24E-16,2.20E-13,2.78E-08,0,1.19E-10,0,0,5.16E-145,2.11E-15,4.23E-13,7.34E-98,2.81E-11,3.32E-65,5.57E-06,5.15E-23,3.29E-16,1.20E-11,8.02E-12,0,3.08E-07,0,0,6.48E-24,1.07E-25,0,4.11E-40,0,2.33E-45,4.13E-16,0,1.01E-16,0,1.84E-117
Soil,4.81E-11,6.82E-08,4.73E-12,4.98E-19,1.59E-12,7.10E-11,1.64E-27,8.24E-108,1.01E-11,4.23E-15,1.32E-158,3.35E-13,8.75E-119,4.59E-12,7.72E-17,3.47E-11,0,7.10E-16,2.87E-22,2.82E-15,0.002089168,1.89E-67,2.78E-13,1.68E-11,1.95E-43,2.99E-85,4.64E-28,1.92E-41,0,2.02E-42,0,0,4.95E-177
Soil,9.22E-12,3.59E-21,3.73E-16,6.42E-10,1.81E-08,9.44E-14,3.87E-25,8.15E-93,1.19E-12,0,8.88E-34,1.23E-22,5.26E-72,2.45E-29,5.56E-12,2.57E-17,0,6.31E-18,1.67E-26,5.24E-17,1.48E-30,0,4.07E-18,1.13E-13,0,3.32E-56,3.39E-111,1.32E-38,0,0,0,0,0
unknown,0.019827706,0.015554667,0.228125327,0.094323416,0.017812235,0.413717958,0.390640596,0.003606726,0.001221624,0.021397691,6.72E-174,0.302165786,0.001964916,0.080385168,0.01927854,0.009876238,0.015946769,0.07772757,0.019790179,0,0.005234517,0.494230459,0.154281566,0,0.012282409,0.386244221,0.012493349,0,0,0.007678614,0.008818591,0.00284008,0.000285233
